batter,season,balls_faced,runs_scored,fours,sixes,dot_balls,powerplay_runs,middle_runs,death_runs,powerplay_balls,middle_balls,death_balls,times_dismissed,matches,strike_rate,average,boundary_pct,death_strike_rate
BA Stokes,2021,3,0,0,0,3,0,0,0,3,0,0,1,1,0.00,0.00,0.00,0.00
BA Stokes,2023,14,15,2,0,5,1,7,7,1,8,5,2,2,107.14,7.50,14.29,140.00
Basil Thampi,2017,28,28,1,1,11,0,0,28,0,0,28,0,5,100.00,28.00,7.14,100.00
Basil Thampi,2018,6,3,0,0,3,0,3,0,0,5,1,1,1,50.00,3.00,0.00,0.00
Basil Thampi,2019,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
BAW Mendis,2009,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
BAW Mendis,2009/10,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
BAW Mendis,2013,4,2,0,0,2,0,0,2,0,0,4,1,1,50.00,2.00,0.00,50.00
BB McCullum,2007/08,92,188,13,15,27,71,58,59,39,32,21,3,4,204.35,62.67,30.43,280.95
BB McCullum,2009,240,286,27,12,109,163,71,52,137,76,27,12,13,119.17,23.83,16.25,192.59
BB McCullum,2009/10,110,114,14,2,52,25,81,8,34,69,7,3,5,103.64,38.00,14.55,114.29
BB McCullum,2011,275,357,35,16,114,234,108,15,179,87,9,13,13,129.82,27.46,18.55,166.67
BB McCullum,2012,283,289,37,3,134,134,153,2,159,120,4,12,12,102.12,24.08,14.13,50.00
BB McCullum,2013,7,6,1,0,4,6,0,0,7,0,0,1,1,85.71,6.00,14.29,0.00
BB McCullum,2014,333,405,32,19,137,207,186,12,159,164,10,12,14,121.62,33.75,15.32,120.00
BB McCullum,2015,280,436,51,23,124,248,155,33,168,93,19,13,14,155.71,33.54,26.43,173.68
BB McCullum,2016,262,354,38,16,112,230,124,0,166,96,0,16,16,135.11,22.13,20.61,0.00
BB McCullum,2017,220,320,29,18,85,184,136,0,134,86,0,11,11,145.45,29.09,21.36,0.00
BB McCullum,2018,88,127,16,6,40,55,72,0,42,46,0,6,6,144.32,21.17,25.00,0.00
BB Samantray,2012,2,2,0,0,0,0,0,2,0,0,2,0,1,100.00,2.00,0.00,100.00
BB Samantray,2013,111,123,13,2,45,15,68,40,21,62,28,5,7,110.81,24.60,13.51,142.86
BB Sran,2016,4,4,0,0,0,0,0,4,0,0,4,0,3,100.00,4.00,0.00,100.00
BB Sran,2018,7,3,0,0,4,0,0,3,0,0,7,1,3,42.86,3.00,0.00,42.86
BB Sran,2019,3,3,0,0,1,0,0,3,0,0,3,0,1,100.00,3.00,0.00,100.00
BCJ Cutting,2014,6,8,0,1,3,0,0,8,0,0,6,0,1,133.33,8.00,16.67,133.33
BCJ Cutting,2016,34,65,4,6,14,0,8,57,0,7,27,2,4,191.18,32.50,29.41,211.11
BCJ Cutting,2017,26,51,5,3,6,0,10,41,0,5,21,2,3,196.15,25.50,30.77,195.24
BCJ Cutting,2018,58,96,5,8,22,0,2,94,0,4,54,4,6,165.52,24.00,22.41,174.07
BCJ Cutting,2019,17,18,1,1,8,0,2,16,0,4,13,2,3,105.88,9.00,11.76,123.08
BE Hendricks,2014,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
BE Hendricks,2015,2,1,0,0,1,0,0,1,0,0,2,0,1,50.00,1.00,0.00,50.00
Bipul Sharma,2009/10,7,9,1,0,1,0,0,9,0,0,7,0,2,128.57,9.00,14.29,128.57
Bipul Sharma,2011,18,23,1,0,3,0,0,23,0,0,18,1,3,127.78,23.00,5.56,127.78
Bipul Sharma,2012,47,72,6,3,12,0,14,58,0,12,35,2,4,153.19,36.00,19.15,165.71
Bipul Sharma,2015,2,1,0,0,1,0,1,0,0,2,0,1,1,50.00,1.00,0.00,0.00
Bipul Sharma,2016,25,51,1,5,7,0,0,51,0,0,25,1,4,204.00,51.00,24.00,204.00
Bipul Sharma,2017,24,31,2,1,9,0,0,31,0,0,24,1,3,129.17,31.00,12.50,129.17
BJ Haddin,2011,11,18,2,1,5,18,0,0,11,0,0,1,1,163.64,18.00,27.27,0.00
BJ Hodge,2007/08,17,12,2,0,11,12,0,0,17,0,0,2,3,70.59,6.00,11.76,0.00
BJ Hodge,2009,310,365,34,9,117,52,208,105,70,184,56,9,12,117.74,40.56,13.87,187.50
BJ Hodge,2009/10,90,99,11,1,36,44,55,0,41,49,0,4,4,110.00,24.75,13.33,0.00
BJ Hodge,2011,236,285,26,9,92,40,158,87,34,152,50,8,14,120.76,35.63,14.83,174.00
BJ Hodge,2012,175,245,18,9,49,0,98,147,0,77,98,8,12,140.00,30.63,15.43,150.00
BJ Hodge,2013,218,293,27,9,69,0,106,187,0,97,121,7,14,134.40,41.86,16.51,154.55
BJ Hodge,2014,72,101,4,6,25,0,21,80,0,24,48,3,4,140.28,33.67,13.89,166.67
BJ Rohrer,2013,141,193,21,5,52,0,114,79,1,105,35,7,8,136.88,27.57,18.44,225.71
BMAJ Mendis,2013,27,23,0,0,8,1,22,0,2,25,0,3,3,85.19,7.67,0.00,0.00
BR Dunk,2014,35,40,7,0,19,40,0,0,35,0,0,3,3,114.29,13.33,20.00,0.00
BR Sharath,2024,5,2,0,0,3,0,2,0,0,5,0,1,1,40.00,2.00,0.00,0.00
C de Grandhomme,2017,92,126,10,6,31,1,89,36,2,60,30,8,9,136.96,15.75,17.39,120.00
C de Grandhomme,2018,84,131,4,10,25,0,18,113,0,21,63,4,8,155.95,32.75,16.67,179.37
C de Grandhomme,2019,49,46,4,2,26,0,35,11,0,29,20,2,4,93.88,23.00,12.24,55.00
C Green,2023,282,452,40,22,79,167,198,87,96,141,45,9,16,160.28,50.22,21.99,193.33
C Green,2024,178,255,22,10,53,29,109,117,24,96,58,8,12,143.26,31.88,17.98,201.72
C Madan,2009/10,19,15,3,0,13,15,0,0,19,0,0,1,1,78.95,15.00,15.79,0.00
C Munro,2016,30,30,3,0,12,24,2,4,22,3,5,1,3,100.00,30.00,10.00,80.00
C Munro,2018,41,63,7,4,19,62,1,0,38,3,0,4,4,153.66,15.75,26.83,0.00
C Munro,2019,70,84,9,4,34,45,39,0,31,39,0,4,4,120.00,21.00,18.57,0.00
C Nanda,2009,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
C Sakariya,2021,25,16,2,0,15,0,1,15,0,4,21,4,5,64.00,4.00,8.00,71.43
C Sakariya,2023,6,4,1,0,5,0,0,4,0,0,6,1,2,66.67,4.00,16.67,66.67
CA Ingram,2011,26,21,2,0,11,7,14,0,12,14,0,2,3,80.77,10.50,7.69,0.00
CA Ingram,2019,154,184,20,5,63,7,114,63,6,106,42,10,12,119.48,18.40,16.23,150.00
CA Lynn,2012,9,6,1,0,6,0,5,1,0,7,2,1,1,66.67,6.00,11.11,50.00
CA Lynn,2014,49,58,5,3,21,17,41,0,18,31,0,2,2,118.37,29.00,16.33,0.00
CA Lynn,2016,22,25,0,1,8,15,0,10,12,0,10,1,2,113.64,25.00,4.55,100.00
CA Lynn,2017,163,295,25,19,51,181,105,9,93,64,6,6,7,180.98,49.17,26.99,150.00
CA Lynn,2018,377,491,56,18,160,291,190,10,215,152,10,14,16,130.24,35.07,19.63,100.00
CA Lynn,2019,290,405,41,22,127,262,137,6,188,96,6,13,13,139.66,31.15,21.72,100.00
CA Lynn,2021,35,49,4,3,14,13,36,0,14,21,0,1,1,140.00,49.00,20.00,0.00
CA Pujara,2009/10,115,122,14,3,52,55,46,21,52,42,21,4,6,106.09,30.50,14.78,100.00
CA Pujara,2011,31,34,4,0,10,0,21,13,0,21,10,3,3,109.68,11.33,12.90,130.00
CA Pujara,2012,22,17,1,1,15,17,0,0,21,0,1,3,3,77.27,5.67,9.09,0.00
CA Pujara,2013,99,92,14,0,53,63,29,0,70,28,1,4,4,92.93,23.00,14.14,0.00
CA Pujara,2014,124,125,17,0,57,80,32,13,86,30,8,4,6,100.81,31.25,13.71,162.50
CH Gayle,2009,148,184,18,10,74,144,40,0,112,36,0,7,7,124.32,26.29,18.92,0.00
CH Gayle,2009/10,184,292,30,16,69,125,127,40,91,75,18,9,9,158.70,32.44,25.00,222.22
CH Gayle,2011,332,608,57,44,124,295,282,31,165,147,20,9,12,183.13,67.56,30.42,155.00
CH Gayle,2012,456,733,46,59,171,219,361,153,179,215,62,12,14,160.75,61.08,23.03,246.77
CH Gayle,2013,459,720,57,52,190,285,311,124,210,189,60,12,16,156.86,60.00,23.75,206.67
CH Gayle,2014,184,196,18,12,107,150,38,8,133,46,5,9,9,106.52,21.78,16.30,160.00
CH Gayle,2015,333,491,39,38,155,300,135,56,219,90,24,12,14,147.45,40.92,23.12,233.33
CH Gayle,2016,150,227,17,21,81,151,76,0,117,33,0,10,10,151.33,22.70,25.33,0.00
CH Gayle,2017,163,200,15,14,80,109,91,0,108,55,0,9,9,122.70,22.22,17.79,0.00
CH Gayle,2018,252,368,30,27,113,218,124,26,152,84,16,9,11,146.03,40.89,22.62,162.50
CH Gayle,2019,319,490,45,34,141,262,181,47,185,111,23,12,13,153.61,40.83,24.76,204.35
CH Gayle,2020/21,212,295,15,24,89,79,145,71,47,122,43,6,7,139.15,49.17,18.40,165.12
CH Gayle,2021,154,193,21,8,68,68,100,25,56,85,13,9,10,125.32,21.44,18.83,192.31
CH Morris,2013,16,14,0,0,6,0,1,13,0,5,11,2,6,87.50,7.00,0.00,118.18
CH Morris,2015,46,76,3,5,9,0,0,76,0,1,45,2,7,165.22,38.00,17.39,168.89
CH Morris,2016,109,195,15,12,31,0,59,136,0,33,76,3,7,178.90,65.00,24.77,178.95
CH Morris,2017,94,154,15,6,22,0,34,120,0,36,58,5,8,163.83,30.80,22.34,206.90
CH Morris,2018,26,46,3,2,4,17,2,27,7,3,16,1,3,176.92,46.00,19.23,168.75
CH Morris,2019,37,32,1,2,20,0,6,26,0,10,27,6,6,86.49,5.33,8.11,96.30
CH Morris,2020/21,21,34,2,3,9,0,0,34,0,0,21,4,5,161.90,8.50,23.81,161.90
NT Ellis,2022,2,0,0,0,2,0,0,0,0,2,0,1,1,0.00,0.00,0.00,0.00
CH Morris,2021,49,67,2,5,18,0,0,67,0,5,44,5,7,136.73,13.40,14.29,152.27
CJ Anderson,2014,181,265,21,15,70,38,200,27,35,119,27,9,11,146.41,29.44,19.89,100.00
CJ Anderson,2015,97,114,11,6,50,4,52,58,15,58,24,3,4,117.53,38.00,17.53,241.67
CJ Anderson,2017,123,142,8,9,55,10,49,83,11,62,50,7,11,115.45,20.29,13.82,166.00
CJ Anderson,2018,22,17,0,1,10,0,10,7,0,18,4,3,3,77.27,5.67,4.55,175.00
CJ Ferguson,2011,54,48,6,0,26,6,25,17,10,32,12,2,4,88.89,24.00,11.11,141.67
CJ Ferguson,2012,63,50,3,0,30,11,33,6,14,38,11,4,4,79.37,12.50,4.76,54.55
CJ Jordan,2016,4,3,0,0,2,0,0,3,0,0,4,0,1,75.00,3.00,0.00,75.00
CJ Jordan,2017,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
CJ Jordan,2020/21,31,29,2,0,14,0,0,29,0,4,27,3,4,93.55,9.67,6.45,107.41
CJ Jordan,2021,21,32,1,3,8,0,1,31,0,1,20,2,2,152.38,16.00,19.05,155.00
CJ Jordan,2022,8,11,0,0,2,0,0,11,0,0,8,1,2,137.50,11.00,0.00,137.50
CJ Jordan,2023,12,6,0,0,7,0,0,6,0,1,11,2,2,50.00,3.00,0.00,54.55
CJ McKay,2012,15,8,0,0,8,0,8,0,0,15,0,1,1,53.33,8.00,0.00,0.00
CK Kapugedera,2007/08,23,16,0,0,8,0,1,15,0,3,20,3,3,69.57,5.33,0.00,75.00
CK Langeveldt,2009/10,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
CK Langeveldt,2011,8,8,0,1,5,0,1,7,0,4,4,1,1,100.00,8.00,12.50,175.00
CL White,2007/08,102,114,8,4,37,7,90,17,14,78,10,5,8,111.76,22.80,11.76,170.00
CL White,2009/10,33,48,3,3,11,4,0,44,11,0,22,2,5,145.45,24.00,18.18,200.00
CL White,2011,109,104,6,2,43,0,50,54,3,64,42,4,6,95.41,26.00,7.34,128.57
CL White,2012,320,479,41,20,89,40,252,187,39,192,89,11,13,149.69,43.55,19.06,210.11
CL White,2013,196,226,18,9,80,56,109,61,49,117,30,12,13,115.31,18.83,13.78,203.33
CM Gautam,2013,34,44,4,1,11,2,23,19,3,17,14,2,3,129.41,22.00,14.71,135.71
CM Gautam,2014,111,121,13,5,62,62,23,36,54,27,30,6,9,109.01,20.17,16.22,120.00
CM Gautam,2015,5,4,0,0,2,4,0,0,5,0,0,1,1,80.00,4.00,0.00,0.00
CR Brathwaite,2016,38,83,6,8,15,0,8,75,0,7,31,6,6,218.42,13.83,36.84,241.94
CR Brathwaite,2017,15,12,2,0,9,0,12,0,0,15,0,2,2,80.00,6.00,13.33,0.00
CR Brathwaite,2018,48,75,1,8,18,0,4,71,0,10,38,3,4,156.25,25.00,18.75,186.84
CR Brathwaite,2019,10,11,1,0,2,0,0,11,0,0,10,2,2,110.00,5.50,10.00,110.00
CR Woakes,2017,47,46,4,1,21,0,12,34,0,16,31,3,7,97.87,15.33,10.64,109.68
CR Woakes,2018,19,17,1,1,10,0,3,14,0,5,14,2,4,89.47,8.50,10.53,100.00
CR Woakes,2021,11,15,2,0,2,0,0,15,0,0,11,0,1,136.36,15.00,18.18,136.36
CRD Fernando,2007/08,1,2,0,0,0,0,0,2,0,0,1,0,1,200.00,2.00,0.00,200.00
CRD Fernando,2009/10,2,2,0,0,0,0,0,2,0,0,2,0,1,100.00,2.00,0.00,100.00
CV Varun,2020/21,15,10,0,0,6,0,0,10,0,0,15,2,3,66.67,5.00,0.00,66.67
CV Varun,2021,4,2,0,0,2,0,0,2,0,0,4,0,2,50.00,2.00,0.00,50.00
CV Varun,2022,18,12,2,0,12,0,0,12,0,3,15,0,3,66.67,12.00,11.11,80.00
CV Varun,2023,9,1,0,0,8,0,0,1,0,0,9,0,2,11.11,1.00,0.00,11.11
D Brevis,2022,113,161,14,11,52,65,96,0,46,67,0,7,7,142.48,23.00,22.12,0.00
D Brevis,2024,59,69,3,5,27,16,53,0,20,38,1,3,3,116.95,23.00,13.56,0.00
D du Preez,2009,13,10,0,0,5,0,3,7,0,4,9,1,1,76.92,10.00,0.00,77.78
D Ferreira,2024,11,8,0,0,5,0,1,7,0,3,8,2,2,72.73,4.00,0.00,87.50
D Kalyankrishna,2007/08,8,3,0,0,5,0,0,3,0,0,8,1,1,37.50,3.00,0.00,37.50
D Padikkal,2020/21,379,473,51,8,130,271,191,11,210,158,11,14,15,124.80,33.79,15.57,100.00
D Padikkal,2021,328,411,44,14,140,260,123,28,205,105,18,13,14,125.30,31.62,17.68,155.56
D Padikkal,2022,306,376,41,14,135,100,249,27,97,183,26,17,17,122.88,22.12,17.97,103.85
D Padikkal,2023,200,261,31,6,73,108,105,48,77,96,27,10,11,130.50,26.10,18.50,177.78
D Padikkal,2024,53,38,3,0,29,22,16,0,30,23,0,7,7,71.70,5.43,5.66,0.00
D Pretorius,2022,28,44,3,3,10,0,0,44,0,0,28,4,5,157.14,11.00,21.43,157.14
D Salunkhe,2007/08,24,33,5,0,8,0,8,25,0,7,17,1,3,137.50,33.00,20.83,147.06
D Wiese,2015,86,122,12,4,25,0,23,99,0,24,62,4,7,141.86,30.50,18.60,159.68
D Wiese,2016,4,5,0,0,0,0,0,5,0,0,4,0,1,125.00,5.00,0.00,125.00
D Wiese,2023,11,21,0,3,5,0,0,21,0,0,11,1,3,190.91,21.00,27.27,190.91
DA Miller,2012,75,98,6,4,23,0,33,65,0,35,40,2,6,130.67,49.00,13.33,162.50
DA Miller,2013,254,418,28,24,66,6,233,179,8,161,85,7,12,164.57,59.71,20.47,210.59
DA Miller,2014,299,446,34,21,91,13,259,174,14,201,84,9,16,149.16,49.56,18.39,207.14
DA Miller,2015,267,357,21,21,99,26,199,132,25,180,62,12,13,133.71,29.75,15.73,212.90
DA Miller,2016,131,161,11,4,40,3,69,89,7,69,55,10,13,122.90,16.10,11.45,161.82
DA Miller,2017,80,83,4,4,33,2,48,33,3,52,25,3,4,103.75,27.67,10.00,132.00
DA Miller,2018,64,74,3,2,17,7,45,22,6,43,15,2,3,115.63,37.00,7.81,146.67
DA Miller,2019,164,213,19,7,54,4,143,66,1,112,51,8,10,129.88,26.63,15.85,129.41
DA Miller,2021,113,124,11,3,44,15,56,53,23,54,36,5,8,109.73,24.80,12.39,147.22
DA Miller,2022,337,481,32,23,93,11,240,230,7,198,132,7,16,142.73,68.71,16.32,174.24
DA Miller,2023,178,259,18,13,51,5,109,145,7,74,97,8,13,145.51,32.38,17.42,149.48
DA Miller,2024,139,210,20,8,41,6,94,110,9,76,54,6,9,151.08,35.00,20.14,203.70
DA Warner,2009,132,163,16,5,54,119,44,0,86,45,1,7,7,123.48,23.29,15.91,0.00
DA Warner,2009/10,191,282,27,14,70,177,89,16,121,57,13,9,11,147.64,31.33,21.47,123.08
DA Warner,2011,276,324,34,11,128,178,120,26,160,101,15,13,13,117.39,24.92,16.30,173.33
DA Warner,2012,156,256,28,14,69,141,100,15,98,53,5,7,8,164.10,36.57,26.92,300.00
DA Warner,2013,324,410,41,14,127,108,206,96,119,154,51,14,16,126.54,29.29,16.98,188.24
DA Warner,2014,375,528,39,24,115,122,260,146,91,214,70,11,14,140.80,48.00,16.80,208.57
DA Warner,2015,359,562,65,21,130,361,187,14,223,128,8,12,14,156.55,46.83,23.96,175.00
DA Warner,2016,560,848,88,31,183,467,332,49,311,224,25,14,17,151.43,60.57,21.25,196.00
DA Warner,2017,452,641,63,26,163,295,276,70,216,201,35,11,14,141.81,58.27,19.69,200.00
DA Warner,2019,481,692,57,21,140,331,282,79,230,205,46,10,12,143.87,69.20,16.22,171.74
DA Warner,2020/21,408,548,52,14,136,273,233,42,217,166,25,14,16,134.31,39.14,16.18,168.00
DA Warner,2021,184,197,15,6,81,97,91,9,93,84,7,6,8,107.07,32.83,11.41,128.57
DA Warner,2022,287,432,52,15,102,225,173,34,146,117,24,9,12,150.52,48.00,23.34,141.67
DA Warner,2023,392,516,69,10,156,299,185,32,205,157,30,13,14,131.63,39.69,20.15,106.67
DA Warner,2024,125,168,17,10,61,125,43,0,87,38,0,8,8,134.40,21.00,21.60,0.00
DAJ Bracewell,2012,9,12,1,0,1,0,0,12,0,0,9,0,1,133.33,12.00,11.11,133.33
DB Das,2007/08,94,103,9,5,46,35,49,19,32,42,20,6,6,109.57,17.17,14.89,95.00
DB Das,2012,93,126,9,6,31,23,20,83,21,13,59,1,10,135.48,126.00,16.13,140.68
DB Das,2013,74,75,5,5,40,0,60,15,0,56,18,5,6,101.35,15.00,13.51,83.33
DB Ravi Teja,2007/08,82,109,10,5,31,10,38,61,7,36,39,6,6,132.93,18.17,18.29,156.41
DB Ravi Teja,2009,70,65,7,0,32,1,20,44,6,26,38,3,6,92.86,21.67,10.00,115.79
DB Ravi Teja,2011,144,183,17,4,46,42,85,56,45,61,38,7,9,127.08,26.14,14.58,147.37
DB Ravi Teja,2012,4,4,1,0,3,0,0,4,0,2,2,2,2,100.00,2.00,25.00,200.00
DB Ravi Teja,2013,17,14,0,0,4,0,10,4,0,12,5,1,2,82.35,14.00,0.00,80.00
DE Bollinger,2009/10,17,18,1,1,7,0,0,18,0,0,17,0,2,105.88,18.00,11.76,105.88
DE Bollinger,2011,1,0,0,0,1,0,0,0,0,0,1,0,1,0.00,0.00,0.00,0.00
DE Bollinger,2012,5,3,0,0,2,0,0,3,0,0,5,1,1,60.00,3.00,0.00,60.00
DG Nalkande,2023,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
DG Nalkande,2024,11,12,0,1,4,0,12,0,0,11,0,1,1,109.09,12.00,9.09,0.00
DH Yagnik,2011,22,16,1,0,11,0,0,16,0,0,22,1,4,72.73,16.00,4.55,72.73
DH Yagnik,2012,13,25,5,0,4,0,0,25,0,0,13,1,3,192.31,25.00,38.46,192.31
DH Yagnik,2013,96,125,17,2,38,0,74,51,0,62,34,7,9,130.21,17.86,19.79,150.00
DH Yagnik,2014,6,4,0,0,2,0,0,4,0,0,6,0,1,66.67,4.00,0.00,66.67
Dhruv Jurel,2023,88,152,11,9,21,0,12,140,3,15,70,6,11,172.73,25.33,22.73,200.00
Dhruv Jurel,2024,141,195,18,7,45,0,81,114,0,64,77,7,11,138.30,27.86,17.73,148.05
DJ Bravo,2007/08,134,178,19,5,49,24,92,62,19,75,40,6,7,132.84,29.67,17.91,155.00
DJ Bravo,2009,203,218,15,8,90,41,113,64,42,121,40,8,10,107.39,27.25,11.33,160.00
DJ Bravo,2009/10,53,61,3,4,25,14,18,29,10,26,17,7,8,115.09,8.71,13.21,170.59
DJ Bravo,2011,6,11,1,1,3,0,5,6,0,4,2,1,2,183.33,11.00,33.33,300.00
DJ Bravo,2012,264,371,20,20,86,6,92,273,3,120,141,8,16,140.53,46.38,15.15,193.62
DJ Bravo,2013,106,121,11,3,47,37,12,72,35,21,50,8,12,114.15,15.13,13.21,144.00
DJ Bravo,2014,3,8,0,1,0,0,0,8,0,0,3,0,1,266.67,8.00,33.33,266.67
DJ Bravo,2015,148,195,22,5,54,1,92,102,1,82,65,8,13,131.76,24.38,18.24,156.92
DJ Bravo,2016,82,99,11,1,29,0,29,70,0,43,39,8,12,120.73,12.38,14.63,179.49
DJ Bravo,2018,91,141,8,10,29,0,31,110,0,32,59,4,10,154.95,35.25,19.78,186.44
DJ Bravo,2019,66,80,6,3,25,0,32,48,0,32,34,5,8,121.21,16.00,13.64,141.18
DJ Bravo,2020/21,6,7,0,0,2,0,0,7,0,0,6,2,2,116.67,3.50,0.00,116.67
DJ Bravo,2021,18,47,3,4,4,0,0,47,0,0,18,1,3,261.11,47.00,38.89,261.11
DJ Bravo,2022,24,23,1,1,9,0,12,11,0,16,8,2,6,95.83,11.50,8.33,137.50
DJ Harris,2012,101,111,11,5,50,57,54,0,64,37,0,3,4,109.90,37.00,15.84,0.00
DJ Hooda,2015,95,151,6,11,31,0,115,36,0,71,24,9,9,158.95,16.78,17.89,150.00
DJ Hooda,2016,121,144,9,5,40,0,79,65,3,74,44,11,15,119.01,13.09,11.57,147.73
DJ Hooda,2017,52,78,5,4,12,0,22,56,0,16,36,3,6,150.00,26.00,17.31,155.56
DJ Hooda,2018,81,87,2,3,24,1,29,57,7,27,47,4,8,107.41,21.75,6.17,121.28
DJ Hooda,2019,63,64,5,1,25,0,30,34,0,39,24,6,7,101.59,10.67,9.52,141.67
DJ Hooda,2020/21,72,102,5,5,19,1,21,80,1,25,46,1,5,141.67,102.00,13.89,173.91
DJ Hooda,2021,123,160,9,9,44,10,99,51,13,74,36,9,11,130.08,17.78,14.63,141.67
DJ Hooda,2022,330,451,36,18,103,77,335,39,64,235,31,13,14,136.67,34.69,16.36,125.81
DJ Hooda,2023,90,84,3,2,34,27,44,13,37,45,8,10,12,93.33,8.40,5.56,162.50
DJ Hooda,2024,105,145,16,3,31,44,84,17,30,69,6,8,9,138.10,18.13,18.10,283.33
DJ Hussey,2007/08,259,319,19,17,101,20,174,125,29,162,68,11,13,123.17,29.00,13.90,183.82
DJ Hussey,2009,59,98,7,6,20,23,32,43,12,30,17,3,4,166.10,32.67,22.03,252.94
DJ Hussey,2009/10,86,94,5,5,33,2,45,47,7,49,30,4,6,109.30,23.50,11.63,156.67
DJ Hussey,2011,63,64,3,3,28,0,37,27,0,41,22,6,8,101.59,10.67,9.52,122.73
DJ Hussey,2012,305,396,28,17,105,16,276,104,17,228,60,10,15,129.84,39.60,14.75,173.33
DJ Hussey,2013,209,235,20,6,77,72,147,16,45,151,13,10,11,112.44,23.50,12.44,123.08
DJ Hussey,2014,94,116,8,6,33,1,67,48,5,66,23,2,4,123.40,58.00,14.89,208.70
DJ Jacobs,2011,88,92,10,4,49,83,9,0,81,7,0,6,6,104.55,15.33,15.91,0.00
DJ Jacobs,2012,10,0,0,0,10,0,0,0,10,0,0,1,1,0.00,0.00,0.00,0.00
DJ Malan,2021,26,26,1,1,10,1,25,0,2,24,0,1,1,100.00,26.00,7.69,0.00
DJ Mitchell,2022,44,33,1,0,16,0,33,0,5,39,0,2,2,75.00,16.50,2.27,0.00
DJ Mitchell,2024,223,318,27,10,59,97,175,46,73,112,38,11,13,142.60,28.91,16.59,121.05
DJ Muthuswami,2015,3,1,0,0,2,0,0,1,0,0,3,1,1,33.33,1.00,0.00,33.33
DJ Thornely,2007/08,53,39,2,2,30,4,35,0,20,33,0,3,4,73.58,13.00,7.55,0.00
DJ Willey,2022,30,18,3,0,22,6,12,0,11,19,0,2,2,60.00,9.00,10.00,0.00
DJ Willey,2023,32,35,4,0,12,0,11,24,0,10,22,0,3,109.38,35.00,12.50,109.09
DJG Sammy,2013,132,174,11,10,51,8,98,68,5,87,40,6,9,131.82,29.00,15.91,170.00
DJG Sammy,2014,91,108,4,8,42,0,40,68,0,36,55,7,9,118.68,15.43,13.19,123.64
