batter,season,balls_faced,runs_scored,fours,sixes,dot_balls,powerplay_runs,middle_runs,death_runs,powerplay_balls,middle_balls,death_balls,times_dismissed,matches,strike_rate,average,boundary_pct,death_strike_rate
S Anirudha,2007/08,7,1,0,0,6,1,0,0,7,0,0,1,1,14.29,1.00,0.00,0.00
S Anirudha,2009/10,18,30,2,2,6,0,0,30,0,1,17,1,2,166.67,30.00,22.22,176.47
S Anirudha,2011,74,83,6,3,29,25,34,24,19,32,23,4,5,112.16,20.75,12.16,104.35
S Anirudha,2012,7,19,1,2,0,0,0,19,0,0,7,0,2,271.43,19.00,42.86,271.43
S Anirudha,2013,2,0,0,0,2,0,0,0,2,0,0,1,1,0.00,0.00,0.00,0.00
S Anirudha,2014,5,3,0,0,2,0,0,3,0,0,5,1,1,60.00,3.00,0.00,60.00
S Aravind,2011,8,13,2,0,1,0,0,13,0,0,8,0,2,162.50,13.00,25.00,162.50
S Aravind,2012,8,14,3,0,3,0,0,14,0,0,8,0,1,175.00,14.00,37.50,175.00
S Aravind,2017,40,32,2,0,19,0,10,22,0,12,28,3,6,80.00,10.67,5.00,78.57
S Badree,2017,23,13,0,0,12,0,5,8,0,9,14,5,5,56.52,2.60,0.00,57.14
S Badrinath,2007/08,130,192,21,8,51,34,61,97,33,49,48,6,11,147.69,32.00,22.31,202.08
S Badrinath,2009,164,177,20,4,76,23,98,56,18,107,39,9,11,107.93,19.67,14.63,143.59
S Badrinath,2009/10,303,356,41,5,112,24,194,138,37,164,102,11,15,117.49,32.36,15.18,135.29
S Badrinath,2011,313,396,38,9,101,22,248,126,53,184,76,6,12,126.52,66.00,15.02,165.79
S Badrinath,2012,181,196,23,2,75,69,122,5,78,94,9,7,9,108.29,28.00,13.81,55.56
S Badrinath,2013,121,124,11,0,43,10,114,0,18,99,4,7,7,102.48,17.71,9.09,0.00
S Chanderpaul,2007/08,31,25,4,0,18,25,0,0,31,0,0,3,3,80.65,8.33,12.90,0.00
S Dhawan,2007/08,295,340,35,8,121,65,198,77,84,158,53,9,14,115.25,37.78,14.58,145.28
S Dhawan,2009,45,40,3,0,18,4,24,12,8,27,10,4,4,88.89,10.00,6.67,120.00
S Dhawan,2009/10,170,191,23,3,75,147,44,0,134,36,0,10,10,112.35,19.10,15.29,0.00
S Dhawan,2011,310,400,47,7,104,225,110,65,175,97,38,11,14,129.03,36.36,17.42,171.05
S Dhawan,2012,439,569,58,18,163,309,213,47,231,180,28,12,15,129.61,47.42,17.31,167.86
S Dhawan,2013,253,311,37,5,97,120,156,35,120,114,19,7,10,122.92,44.43,16.60,184.21
S Dhawan,2014,319,377,49,7,140,235,119,23,198,106,15,12,14,118.18,31.42,17.55,153.33
S Dhawan,2015,286,353,45,6,114,220,107,26,184,83,19,13,14,123.43,27.15,17.83,136.84
S Dhawan,2016,429,501,51,8,166,208,223,70,191,197,41,12,17,116.78,41.75,13.75,170.73
S Dhawan,2017,376,479,53,9,126,259,189,31,206,152,18,13,14,127.39,36.85,16.49,172.22
S Dhawan,2018,363,497,59,14,126,253,218,26,196,146,21,14,16,136.91,35.50,20.11,123.81
S Dhawan,2019,384,521,64,11,133,338,165,18,235,133,16,15,16,135.68,34.73,19.53,112.50
S Dhawan,2020/21,427,618,67,13,114,256,275,87,184,187,56,14,17,144.73,44.14,18.74,155.36
S Dhawan,2021,473,587,63,16,177,276,291,20,233,227,13,15,16,124.10,39.13,16.70,153.85
S Dhawan,2022,375,460,47,12,139,242,169,49,207,141,27,12,14,122.67,38.33,15.73,181.48
S Dhawan,2023,261,373,49,12,107,159,134,80,116,101,44,9,11,142.91,41.44,23.37,181.82
S Dhawan,2024,121,152,18,4,50,99,51,2,80,38,3,5,5,125.62,30.40,18.18,66.67
S Dube,2019,33,40,1,3,12,0,31,9,0,28,5,3,4,121.21,13.33,12.12,180.00
S Dube,2020/21,105,129,5,9,43,0,49,80,0,46,59,7,9,122.86,18.43,13.33,135.59
S Dube,2021,193,230,18,10,75,22,182,26,33,140,20,8,9,119.17,28.75,14.51,130.00
S Dube,2022,185,289,22,16,59,8,182,99,7,129,49,9,11,156.22,32.11,20.54,202.04
S Dube,2023,264,418,12,35,77,0,288,130,0,189,75,11,14,158.33,38.00,17.80,173.33
S Dube,2024,244,396,28,28,85,0,219,177,0,155,89,11,14,162.30,36.00,22.95,198.88
S Gopal,2014,10,11,1,0,2,0,0,11,0,0,10,0,1,110.00,11.00,10.00,110.00
S Gopal,2015,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
S Gopal,2016,16,2,0,0,14,0,2,0,0,16,0,1,1,12.50,2.00,0.00,0.00
S Gopal,2018,45,50,5,0,15,0,1,49,0,4,41,2,4,111.11,25.00,11.11,119.51
S Gopal,2019,46,63,8,1,16,0,30,33,4,22,20,4,7,136.96,15.75,19.57,165.00
S Gopal,2020/21,39,37,3,0,13,0,12,25,0,19,20,4,5,94.87,9.25,7.69,125.00
S Gopal,2021,5,7,0,1,3,0,0,7,0,0,5,1,2,140.00,7.00,20.00,140.00
S Gopal,2022,7,9,2,0,4,0,0,9,0,0,7,0,1,128.57,9.00,28.57,128.57
S Kaul,2013,9,7,0,0,5,0,0,7,0,0,9,0,1,77.78,7.00,0.00,77.78
S Kaul,2014,2,2,0,0,0,0,0,2,0,0,2,0,1,100.00,2.00,0.00,100.00
S Kaul,2017,2,0,0,0,2,0,0,0,0,0,2,0,1,0.00,0.00,0.00,0.00
S Kaul,2018,14,3,0,0,12,0,0,3,0,0,14,2,3,21.43,1.50,0.00,21.43
S Kaul,2019,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
S Kaul,2021,8,8,1,0,3,0,0,8,0,0,8,0,2,100.00,8.00,12.50,100.00
S Kaushik,2016,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
S Ladda,2009/10,9,0,0,0,9,0,0,0,0,6,3,1,2,0.00,0.00,0.00,0.00
S Lamichhane,2019,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
S Nadeem,2011,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
S Nadeem,2012,2,0,0,0,2,0,0,0,0,0,2,0,1,0.00,0.00,0.00,0.00
S Nadeem,2013,27,14,1,0,19,0,0,14,0,0,27,5,6,51.85,2.80,3.70,51.85
S Nadeem,2014,19,7,0,0,12,0,3,4,0,13,6,2,3,36.84,3.50,0.00,66.67
S Nadeem,2015,7,2,0,0,5,0,0,2,0,0,7,1,1,28.57,2.00,0.00,28.57
S Nadeem,2016,5,1,0,0,4,0,0,1,0,0,5,0,1,20.00,1.00,0.00,20.00
S Nadeem,2017,9,2,0,0,7,0,0,2,0,0,9,3,3,22.22,0.67,0.00,22.22
S Nadeem,2018,8,6,0,0,2,0,6,0,0,8,0,0,1,75.00,6.00,0.00,0.00
S Nadeem,2020/21,8,7,1,0,4,0,0,7,0,0,8,1,2,87.50,7.00,12.50,87.50
S Nadeem,2021,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
S Narwal,2009/10,12,14,2,0,5,0,12,2,0,9,3,2,3,116.67,7.00,16.67,66.67
S Narwal,2013,15,23,4,0,5,0,0,23,0,0,15,1,1,153.33,23.00,26.67,153.33
S Rana,2011,16,18,2,0,5,0,1,17,0,3,13,1,1,112.50,18.00,12.50,130.77
S Rana,2014,65,73,7,1,27,20,2,51,22,6,37,3,7,112.31,24.33,12.31,137.84
S Randiv,2011,4,2,0,0,3,0,0,2,0,0,4,1,1,50.00,2.00,0.00,50.00
S Sohal,2007/08,8,4,0,0,5,0,0,4,0,0,8,2,2,50.00,2.00,0.00,50.00
S Sohal,2009,93,115,9,8,49,115,0,0,93,0,0,7,8,123.66,16.43,18.28,0.00
S Sohal,2011,191,249,25,10,82,164,85,0,127,63,1,9,10,130.37,27.67,18.32,0.00
S Sreesanth,2007/08,3,0,0,0,3,0,0,0,0,0,3,1,2,0.00,0.00,0.00,0.00
S Sreesanth,2009,18,5,1,0,16,0,0,5,0,0,18,0,2,27.78,5.00,5.56,27.78
S Sreesanth,2009/10,21,27,5,0,11,0,0,27,0,0,21,0,3,128.57,27.00,23.81,128.57
S Sreesanth,2011,9,1,0,0,8,0,0,1,0,0,9,1,3,11.11,1.00,0.00,11.11
S Sreesanth,2013,4,1,0,0,3,0,0,1,0,0,4,1,2,25.00,1.00,0.00,25.00
S Sriram,2009/10,29,27,3,0,12,13,14,0,11,18,0,1,1,93.10,27.00,10.34,0.00
S Sriram,2011,7,4,0,0,4,0,4,0,0,7,0,1,1,57.14,4.00,0.00,0.00
S Tyagi,2009/10,4,3,0,0,1,0,0,3,0,0,4,0,1,75.00,3.00,0.00,75.00
S Vidyut,2007/08,109,145,21,3,49,103,42,0,76,30,3,8,8,133.03,18.13,22.02,0.00
SA Abbott,2015,13,15,1,1,7,0,0,15,0,2,11,1,2,115.38,15.00,15.38,136.36
SA Abbott,2022,5,7,0,1,3,0,0,7,0,1,4,1,1,140.00,7.00,20.00,175.00
SA Asnodkar,2007/08,233,311,43,6,91,208,103,0,135,98,0,8,9,133.48,38.88,21.03,0.00
SA Asnodkar,2009,93,98,11,4,52,56,42,0,61,32,0,8,8,105.38,12.25,16.13,0.00
SA Asnodkar,2009/10,4,5,1,0,2,5,0,0,4,0,0,1,1,125.00,5.00,25.00,0.00
SA Asnodkar,2011,9,9,1,0,4,9,0,0,9,0,0,1,1,100.00,9.00,11.11,0.00
SA Yadav,2012,4,0,0,0,4,0,0,0,0,4,0,1,1,0.00,0.00,0.00,0.00
SA Yadav,2014,118,164,16,5,41,0,43,121,4,32,82,6,10,138.98,27.33,17.80,147.56
SA Yadav,2015,113,157,12,8,40,21,79,57,10,72,31,9,13,138.94,17.44,17.70,183.87
SA Yadav,2016,143,182,18,5,47,44,94,44,35,82,26,7,11,127.27,26.00,16.08,169.23
SA Yadav,2017,88,105,8,3,26,0,49,56,0,46,42,5,7,119.32,21.00,12.50,133.33
SA Yadav,2018,384,512,61,16,156,288,208,16,202,169,13,14,14,133.33,36.57,20.05,123.08
SA Yadav,2019,324,424,45,10,105,103,279,42,76,218,30,13,15,130.86,32.62,16.98,140.00
SA Yadav,2020/21,331,480,61,11,108,149,265,66,96,205,30,9,15,145.02,53.33,21.75,220.00
SA Yadav,2021,221,317,40,10,81,80,182,55,65,129,27,14,14,143.44,22.64,22.62,203.70
SA Yadav,2022,208,303,23,16,70,42,170,91,29,133,46,7,8,145.67,43.29,18.75,197.83
SA Yadav,2023,334,605,65,28,92,46,450,109,37,246,51,14,16,181.14,43.21,27.84,213.73
SA Yadav,2024,206,345,36,18,76,86,222,37,56,134,16,10,11,167.48,34.50,26.21,231.25
Sachin Baby,2013,7,3,0,0,5,0,1,2,0,2,5,1,1,42.86,3.00,0.00,40.00
Sachin Baby,2016,79,119,9,5,22,0,38,81,3,29,47,4,6,150.63,29.75,17.72,172.34
Sachin Baby,2017,15,15,2,0,7,0,3,12,0,7,8,3,3,100.00,5.00,13.33,150.00
Sachin Baby,2021,17,7,0,0,10,0,7,0,0,17,0,1,1,41.18,7.00,0.00,0.00
Salman Butt,2007/08,161,193,30,2,75,104,73,16,98,57,6,7,7,119.88,27.57,19.88,266.67
Sameer Rizvi,2024,43,51,4,2,19,0,18,33,0,27,16,4,5,118.60,12.75,13.95,206.25
Sandeep Sharma,2013,1,0,0,0,1,0,0,0,0,0,1,0,1,0.00,0.00,0.00,0.00
Sandeep Sharma,2014,5,2,0,0,3,0,0,2,0,0,5,0,1,40.00,2.00,0.00,40.00
Sandeep Sharma,2015,14,9,1,0,8,0,7,2,0,9,5,1,3,64.29,9.00,7.14,40.00
Sandeep Sharma,2016,9,8,0,0,1,0,5,3,0,5,4,0,4,88.89,8.00,0.00,75.00
Sandeep Sharma,2017,6,7,0,0,0,0,0,7,0,0,6,0,2,116.67,7.00,0.00,116.67
Sandeep Sharma,2018,4,0,0,0,4,0,0,0,0,0,4,2,3,0.00,0.00,0.00,0.00
Sandeep Sharma,2019,3,6,1,0,0,0,0,6,0,0,3,0,2,200.00,6.00,33.33,200.00
Sandeep Sharma,2020/21,15,12,1,0,7,0,0,12,0,0,15,2,5,80.00,6.00,6.67,80.00
Sandeep Sharma,2021,7,8,1,0,2,0,0,8,0,0,7,0,2,114.29,8.00,14.29,114.29
Sandeep Sharma,2023,6,2,0,0,4,0,0,2,0,1,5,0,2,33.33,2.00,0.00,40.00
Sanvir Singh,2023,9,11,1,1,6,7,0,4,5,1,3,1,2,122.22,11.00,22.22,133.33
Sanvir Singh,2024,12,14,1,0,2,0,0,14,0,1,11,1,3,116.67,14.00,8.33,127.27
Saurav Chauhan,2024,15,18,1,1,6,0,1,17,0,2,13,3,3,120.00,6.00,13.33,130.77
SB Bangar,2007/08,49,47,1,3,21,0,15,32,0,26,23,5,6,95.92,9.40,8.16,139.13
SB Bangar,2009,9,2,0,0,7,0,2,0,0,9,0,1,1,22.22,2.00,0.00,0.00
SB Dubey,2024,19,33,3,2,5,0,22,11,0,13,6,2,3,173.68,16.50,26.32,183.33
SB Jakati,2009,15,20,3,0,5,0,0,20,0,0,15,1,2,133.33,20.00,20.00,133.33
SB Jakati,2012,12,7,0,0,5,0,0,7,0,0,12,0,2,58.33,7.00,0.00,58.33
SB Jakati,2016,2,1,0,0,1,0,0,1,0,0,2,0,1,50.00,1.00,0.00,50.00
SB Joshi,2007/08,14,6,0,0,8,0,6,0,0,13,1,2,2,42.86,3.00,0.00,0.00
SB Styris,2007/08,123,112,9,2,50,8,77,27,13,88,22,6,8,91.06,18.67,8.94,122.73
SB Styris,2009,8,14,0,1,1,0,6,8,0,5,3,1,1,175.00,14.00,12.50,266.67
SB Styris,2011,2,5,1,0,0,0,0,5,0,0,2,0,1,250.00,5.00,50.00,250.00
SB Wagh,2011,3,2,0,0,2,0,0,2,0,0,3,2,2,66.67,1.00,0.00,66.67
SC Ganguly,2007/08,307,349,33,15,148,128,159,62,121,165,21,12,13,113.68,29.08,15.64,295.24
SC Ganguly,2009,207,189,13,6,99,51,100,38,71,113,23,11,11,91.30,17.18,9.18,165.22
SC Ganguly,2009/10,419,493,58,15,194,219,213,61,195,189,35,13,14,117.66,37.92,17.42,174.29
SC Ganguly,2011,59,50,3,2,30,4,38,8,13,37,9,2,3,84.75,25.00,8.47,88.89
SC Ganguly,2012,271,268,30,4,123,127,120,21,118,138,15,14,15,98.89,19.14,12.55,140.00
SD Chitnis,2007/08,10,18,1,1,1,0,0,18,0,0,10,2,2,180.00,9.00,20.00,180.00
SD Chitnis,2009,8,6,1,0,5,0,0,6,0,0,8,1,1,75.00,6.00,12.50,75.00
SD Chitnis,2011,9,9,1,0,3,0,0,9,0,0,9,1,1,100.00,9.00,11.11,100.00
SD Chitnis,2012,62,66,7,1,26,1,55,10,6,46,10,3,4,106.45,22.00,12.90,100.00
SD Hope,2024,122,183,12,12,45,78,94,11,60,52,10,7,9,150.00,26.14,19.67,110.00
SD Lad,2019,13,15,1,1,8,15,0,0,13,0,0,1,1,115.38,15.00,15.38,0.00
SE Bond,2009/10,2,1,0,0,1,0,1,0,0,2,0,1,1,50.00,1.00,0.00,0.00
SE Marsh,2007/08,441,616,59,26,160,212,353,51,178,226,37,9,11,139.68,68.44,19.27,137.84
SE Marsh,2009/10,114,147,14,6,44,38,87,22,48,56,10,3,4,128.95,49.00,17.54,220.00
SE Marsh,2011,344,504,52,20,116,89,352,63,90,212,42,12,13,146.51,42.00,20.93,150.00
SE Marsh,2012,280,336,39,7,113,127,170,39,127,135,18,10,13,120.00,33.60,16.43,216.67
SE Marsh,2013,249,300,39,4,97,107,140,53,107,106,36,8,8,120.48,37.50,17.27,147.22
SE Marsh,2014,52,70,7,3,24,15,55,0,17,35,0,2,2,134.62,35.00,19.23,0.00
SE Marsh,2015,63,93,10,3,23,45,48,0,37,26,0,5,4,147.62,18.60,20.63,0.00
SE Marsh,2016,134,159,13,4,45,34,104,21,37,84,13,5,6,118.66,31.80,12.69,161.54
SE Marsh,2017,194,264,36,5,71,112,139,13,94,92,8,8,8,136.08,33.00,21.13,162.50
SE Rutherford,2019,54,73,2,7,25,0,10,63,0,19,35,5,7,135.19,14.60,16.67,180.00
SE Rutherford,2022,50,33,1,1,26,4,26,3,12,31,7,2,2,66.00,16.50,4.00,42.86
SH Johnson,2024,7,6,1,0,4,0,0,6,0,0,7,0,3,85.71,6.00,14.29,85.71
Shahbaz Ahmed,2020/21,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
Shahbaz Ahmed,2021,53,59,4,2,21,14,13,32,9,14,30,7,7,111.32,8.43,11.32,106.67
Shahbaz Ahmed,2022,181,219,14,9,67,0,150,69,5,134,42,7,11,120.99,31.29,12.71,164.29
Shahbaz Ahmed,2023,39,42,3,1,14,4,12,26,9,13,17,4,6,107.69,10.50,10.26,152.94
Shahbaz Ahmed,2024,166,215,7,13,52,3,83,129,3,78,85,9,12,129.52,23.89,12.05,151.76
Shahid Afridi,2007/08,46,81,7,6,20,43,16,22,18,18,10,8,9,176.09,10.13,28.26,220.00
Shakib Al Hasan,2011,22,29,4,0,7,0,18,11,0,13,9,2,3,131.82,14.50,18.18,122.22
Shakib Al Hasan,2012,74,91,6,3,24,0,51,40,0,44,30,6,7,122.97,15.17,12.16,133.33
Shakib Al Hasan,2014,154,229,22,7,41,2,108,119,3,79,72,8,11,148.70,28.63,18.83,165.28
Shakib Al Hasan,2015,27,36,5,0,9,0,32,4,0,20,7,3,3,133.33,12.00,18.52,57.14
Shakib Al Hasan,2016,106,114,7,5,42,3,39,72,12,52,42,5,7,107.55,22.80,11.32,171.43
Shakib Al Hasan,2017,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
Shakib Al Hasan,2018,197,239,26,5,72,32,150,57,23,130,44,9,13,121.32,26.56,15.74,129.55
Shakib Al Hasan,2019,10,9,0,0,2,0,0,9,0,0,10,1,1,90.00,9.00,0.00,90.00
Shakib Al Hasan,2021,48,47,3,1,15,0,31,16,0,28,20,5,6,97.92,9.40,8.33,80.00
Shashank Singh,2022,47,69,5,4,18,0,22,47,0,15,32,4,5,146.81,17.25,19.15,146.88
Shashank Singh,2024,215,354,28,21,61,34,185,135,25,129,61,7,14,164.65,50.57,22.79,221.31
Shivam Mavi,2018,15,13,1,0,7,0,0,13,0,0,15,3,3,86.67,4.33,6.67,86.67
Shivam Mavi,2020/21,14,10,1,0,8,0,0,10,0,0,14,2,3,71.43,5.00,7.14,71.43
Shivam Mavi,2021,20,25,2,2,11,0,0,25,0,0,20,2,2,125.00,12.50,20.00,125.00
Shivam Mavi,2022,7,3,0,0,4,0,3,0,0,5,2,2,3,42.86,1.50,0.00,0.00
Shivam Sharma,2014,3,5,1,0,1,0,0,5,0,0,3,1,2,166.67,5.00,33.33,166.67
Shivam Singh,2024,3,2,0,0,1,0,0,2,0,0,3,0,1,66.67,2.00,0.00,66.67
Shoaib Ahmed,2009,6,1,0,0,5,0,1,0,0,2,4,2,3,16.67,0.50,0.00,0.00
Shoaib Akhtar,2007/08,7,2,0,0,5,0,2,0,0,5,2,1,1,28.57,2.00,0.00,0.00
Shoaib Malik,2007/08,47,52,5,0,14,17,27,8,13,27,7,4,5,110.64,13.00,10.64,114.29
Shubman Gill,2018,139,203,22,5,37,24,104,75,16,75,48,5,10,146.04,40.60,19.42,156.25
Shubman Gill,2019,238,296,21,10,76,100,149,47,92,104,42,9,13,124.37,32.89,13.03,111.90
Shubman Gill,2020/21,373,440,44,9,134,258,159,23,209,142,22,12,14,117.96,36.67,14.21,104.55
Shubman Gill,2021,402,478,50,12,161,285,177,16,230,157,15,17,17,118.91,28.12,15.42,106.67
Shubman Gill,2022,365,483,51,11,115,215,216,52,182,149,34,14,16,132.33,34.50,16.99,152.94
Shubman Gill,2023,564,890,85,33,148,356,429,105,236,272,56,15,17,157.80,59.33,20.92,187.50
Shubman Gill,2024,289,426,37,15,85,194,179,53,148,112,29,11,12,147.40,38.73,17.99,182.76
Sikandar Raza,2023,98,139,10,6,36,8,84,47,7,57,34,5,7,141.84,27.80,16.33,138.24
Sikandar Raza,2024,38,43,2,2,16,0,43,0,2,36,0,2,2,113.16,21.50,10.53,0.00
Simarjeet Singh,2022,8,7,0,0,3,0,2,5,0,3,5,1,3,87.50,7.00,0.00,100.00
SJ Srivastava,2009/10,2,1,0,0,1,0,0,1,0,0,2,1,2,50.00,1.00,0.00,50.00
SJ Srivastava,2011,3,4,0,0,0,0,0,4,0,0,3,0,2,133.33,4.00,0.00,133.33
SK Raina,2007/08,295,421,35,18,89,93,281,47,68,193,34,9,14,142.71,46.78,17.97,138.24
SK Raina,2009,308,434,37,21,110,141,216,77,93,171,44,14,14,140.91,31.00,18.83,175.00
SK Raina,2009/10,367,528,45,23,115,157,275,96,100,207,60,11,16,143.87,48.00,18.53,160.00
SK Raina,2011,325,438,36,17,108,105,226,107,101,163,61,14,16,134.77,31.29,16.31,175.41
SK Raina,2012,325,441,36,19,115,116,280,45,92,208,25,17,18,135.69,25.94,16.92,180.00
SK Raina,2013,365,548,50,18,95,78,277,193,72,207,86,12,17,150.14,45.67,18.63,224.42
SK Raina,2014,359,523,51,19,120,167,275,81,103,198,58,12,16,145.68,43.58,19.50,139.66
SK Raina,2015,305,374,31,16,123,112,248,14,100,197,8,14,17,122.62,26.71,15.41,175.00
SK Raina,2016,312,399,39,10,102,178,183,38,125,160,27,14,15,127.88,28.50,15.71,140.74
SK Raina,2017,307,442,42,13,77,133,240,69,94,173,40,10,14,143.97,44.20,17.92,172.50
SK Raina,2018,336,445,46,12,105,128,234,83,97,198,41,12,15,132.44,37.08,17.26,202.44
SK Raina,2019,314,383,45,9,118,134,234,15,107,191,16,16,17,121.97,23.94,17.20,93.75
SK Raina,2021,128,160,13,9,57,18,108,34,19,82,27,7,11,125.00,22.86,17.19,125.93
SK Trivedi,2007/08,12,5,0,0,7,0,0,5,0,0,12,1,3,41.67,5.00,0.00,41.67
SK Trivedi,2009,18,9,0,0,9,0,0,9,0,0,18,2,3,50.00,4.50,0.00,50.00
SK Trivedi,2009/10,14,20,3,1,8,0,0,20,0,0,14,2,4,142.86,10.00,28.57,142.86
SK Trivedi,2011,2,0,0,0,2,0,0,0,0,1,1,1,1,0.00,0.00,0.00,0.00
SK Trivedi,2012,6,5,0,0,3,0,0,5,0,0,6,0,1,83.33,5.00,0.00,83.33
SK Trivedi,2013,7,3,0,0,5,0,0,3,0,0,7,1,2,42.86,3.00,0.00,42.86
SK Warne,2007/08,59,70,7,2,24,0,9,61,0,10,49,5,7,118.64,14.00,15.25,124.49
SK Warne,2009,116,108,6,4,52,0,48,60,0,57,59,7,10,93.10,15.43,8.62,101.69
SK Warne,2009/10,19,10,0,0,11,0,0,10,0,1,18,3,6,52.63,3.33,0.00,55.56
SK Warne,2011,20,10,1,0,13,0,4,6,0,14,6,2,4,50.00,5.00,5.00,100.00
SL Malinga,2009,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
SL Malinga,2009/10,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
SL Malinga,2011,9,8,0,1,6,0,1,7,0,1,8,2,2,88.89,4.00,11.11,87.50
SL Malinga,2012,53,55,4,3,25,0,1,54,0,2,51,5,6,103.77,11.00,13.21,105.88
SL Malinga,2013,18,9,1,0,13,0,0,9,0,0,18,3,6,50.00,3.00,5.56,50.00
SL Malinga,2014,4,2,0,0,2,0,0,2,0,0,4,0,1,50.00,2.00,0.00,50.00
SL Malinga,2015,10,6,1,0,7,0,0,6,0,0,10,0,1,60.00,6.00,10.00,60.00
SL Malinga,2017,3,7,0,1,1,0,0,7,0,0,3,0,2,233.33,7.00,33.33,233.33
SM Curran,2019,55,95,13,3,21,20,4,71,10,11,34,4,8,172.73,23.75,29.09,208.82
SM Curran,2020/21,141,186,12,12,59,48,53,85,42,47,52,8,11,131.91,23.25,17.02,163.46
SM Curran,2021,29,56,5,3,6,0,1,55,0,1,28,3,4,193.10,18.67,27.59,196.43
SM Curran,2023,203,276,20,13,69,14,116,146,9,119,75,10,13,135.96,27.60,16.26,194.67
SM Curran,2024,219,270,24,6,69,41,162,67,43,129,47,10,12,123.29,27.00,13.70,142.55
SM Harwood,2009,14,9,0,0,7,0,0,9,0,0,14,0,2,64.29,9.00,0.00,64.29
SM Katich,2007/08,69,96,11,2,26,35,41,20,21,32,16,1,2,139.13,96.00,18.84,125.00
SM Katich,2009,117,145,15,6,54,110,35,0,87,30,0,8,9,123.93,18.13,17.95,0.00
SM Pollock,2007/08,111,147,12,8,42,1,66,80,6,63,42,8,8,132.43,18.38,18.02,190.48
SMSM Senanayake,2013,17,10,0,0,7,0,0,10,0,0,17,1,4,58.82,10.00,0.00,58.82
SN Khan,2015,71,111,12,2,15,0,22,89,0,22,49,4,7,156.34,27.75,19.72,181.63
SN Khan,2016,31,66,7,4,9,0,5,61,0,4,27,2,4,212.90,33.00,35.48,225.93
SN Khan,2018,41,51,7,1,18,0,12,39,0,15,26,5,6,124.39,10.20,19.51,150.00
SN Khan,2019,143,180,19,4,46,36,108,36,28,90,25,4,5,125.87,45.00,16.08,144.00
SN Khan,2020/21,29,33,5,0,12,0,12,21,0,12,17,2,3,113.79,16.50,17.24,123.53
SN Khan,2021,4,0,0,0,4,0,0,0,3,0,1,2,2,0.00,0.00,0.00,0.00
SN Khan,2022,67,91,9,2,20,39,32,20,21,32,14,3,5,135.82,30.33,16.42,142.86
SN Khan,2023,62,53,4,1,28,14,25,14,17,33,12,4,4,85.48,13.25,8.06,116.67
SN Thakur,2015,6,7,1,0,2,0,0,7,0,0,6,0,1,116.67,7.00,16.67,116.67
SN Thakur,2017,3,0,0,0,3,0,0,0,0,0,3,3,3,0.00,0.00,0.00,0.00
SN Thakur,2018,5,15,3,0,0,0,0,15,0,0,5,0,1,300.00,15.00,60.00,300.00
SN Thakur,2019,7,14,1,1,2,0,0,14,0,0,7,1,2,200.00,14.00,28.57,200.00
SN Thakur,2020/21,21,12,0,0,10,0,11,1,0,20,1,1,2,57.14,12.00,0.00,100.00
SN Thakur,2021,5,5,0,0,2,0,0,5,0,1,4,1,4,100.00,5.00,0.00,125.00
SN Thakur,2022,87,120,7,7,30,0,33,87,0,29,58,8,10,137.93,15.00,16.09,150.00
SN Thakur,2023,70,113,13,4,21,0,61,52,4,27,39,8,9,161.43,14.13,24.29,133.33
SN Thakur,2024,17,21,2,1,7,0,0,21,0,0,17,1,3,123.53,21.00,17.65,123.53
SO Hetmyer,2019,73,90,4,7,31,30,48,12,26,38,9,5,5,123.29,18.00,15.07,133.33
SO Hetmyer,2020/21,125,185,11,12,44,23,70,92,25,47,53,8,11,148.00,23.13,18.40,173.58
SO Hetmyer,2021,144,242,19,12,35,0,85,157,0,58,86,6,12,168.06,40.33,21.53,182.56
SO Hetmyer,2022,204,314,21,21,73,0,73,241,0,75,129,7,15,153.92,44.86,20.59,186.82
SO Hetmyer,2023,197,299,12,23,66,7,99,193,5,82,110,8,13,151.78,37.38,17.77,175.45
SO Hetmyer,2024,69,113,9,7,20,0,17,96,0,19,50,5,9,163.77,22.60,23.19,192.00
Sohail Tanvir,2007/08,29,36,3,1,9,13,11,12,8,10,11,3,5,124.14,12.00,13.79,109.09
SP Fleming,2007/08,165,196,27,3,78,120,76,0,110,55,0,9,10,118.79,21.78,18.18,0.00
SP Goswami,2007/08,85,82,9,1,41,34,48,0,45,39,1,3,3,96.47,27.33,11.76,0.00
SP Goswami,2009,60,53,6,0,30,39,14,0,39,21,0,2,2,88.33,26.50,10.00,0.00
