bowler,season,balls_bowled,runs_conceded,wickets,dot_balls,powerplay_wickets,middle_wickets,death_wickets,death_runs_conceded,death_balls,matches,economy,bowling_average,bowling_sr,death_economy
BA Bhatt,2011,167,233,9,55,3,4,2,71,48,8,8.37,25.89,18.56,8.88
BA Bhatt,2012,99,143,3,26,1,2,0,27,15,5,8.67,47.67,33.00,10.80
BA Bhatt,2013,30,32,1,12,0,1,0,0,0,2,6.40,32.00,30.00,0.00
BA Stokes,2017,264,327,14,108,5,2,7,100,72,12,7.43,23.36,18.86,8.33
BA Stokes,2018,222,307,9,73,3,2,4,91,60,12,8.30,34.11,24.67,9.10
BA Stokes,2019,101,200,6,26,1,1,4,84,36,6,11.88,33.33,16.83,14.00
BA Stokes,2020/21,90,159,2,19,0,1,1,70,36,6,10.60,79.50,45.00,11.67
BA Stokes,2021,6,12,0,2,0,0,0,0,0,1,12.00,0.00,0.00,0.00
BA Stokes,2023,6,18,0,0,0,0,0,0,0,1,18.00,0.00,0.00,0.00
Basil Thampi,2017,268,428,15,76,2,3,10,188,106,12,9.58,28.53,17.87,10.64
Basil Thampi,2018,61,115,5,16,0,2,3,45,25,4,11.31,23.00,12.20,10.80
Basil Thampi,2019,72,115,0,17,0,0,0,36,12,3,9.58,0.00,0.00,18.00
Basil Thampi,2020/21,24,46,1,5,0,0,1,26,12,1,11.50,46.00,24.00,13.00
Basil Thampi,2022,96,158,5,38,0,3,2,41,18,5,9.88,31.60,19.20,13.67
BAW Mendis,2007/08,24,24,1,9,0,1,0,7,6,1,6.00,24.00,24.00,7.00
BAW Mendis,2009,100,136,4,26,0,2,2,38,30,4,8.16,34.00,25.00,7.60
BAW Mendis,2009/10,48,68,2,12,0,1,1,26,12,2,8.50,34.00,24.00,13.00
BAW Mendis,2013,72,78,2,29,2,0,0,7,6,3,6.50,39.00,36.00,7.00
BB Sran,2015,18,36,0,5,0,0,0,0,0,1,12.00,0.00,0.00,0.00
BB Sran,2016,297,420,14,107,5,6,3,63,45,14,8.48,30.00,21.21,8.40
BB Sran,2017,12,29,0,4,0,0,0,0,0,1,14.50,0.00,0.00,0.00
BB Sran,2018,132,231,6,45,1,1,4,78,42,6,10.50,38.50,22.00,11.14
BB Sran,2019,24,51,0,7,0,0,0,0,0,2,12.75,0.00,0.00,0.00
BCJ Cutting,2014,24,31,2,9,0,2,0,0,0,1,7.75,15.50,12.00,0.00
BCJ Cutting,2016,67,80,5,23,0,3,2,14,12,4,7.16,16.00,13.40,7.00
BCJ Cutting,2017,76,123,2,20,0,1,1,69,34,4,9.71,61.50,38.00,12.18
BCJ Cutting,2018,102,169,2,23,0,2,0,64,30,7,9.94,84.50,51.00,12.80
BCJ Cutting,2019,12,27,1,2,0,1,0,0,0,1,13.50,27.00,12.00,0.00
BE Hendricks,2014,72,127,4,25,0,0,4,54,30,3,10.58,31.75,18.00,10.80
BE Hendricks,2015,78,112,7,27,1,2,4,26,24,4,8.62,16.00,11.14,6.50
Bipul Sharma,2009/10,60,94,4,14,0,3,1,45,18,4,9.40,23.50,15.00,15.00
Bipul Sharma,2011,72,80,5,27,2,3,0,10,6,4,6.67,16.00,14.40,10.00
Bipul Sharma,2012,46,82,0,13,0,0,0,19,4,3,10.70,0.00,0.00,28.50
Bipul Sharma,2013,24,21,1,11,1,0,0,0,0,1,5.25,21.00,24.00,0.00
Bipul Sharma,2015,42,50,4,17,1,3,0,0,0,3,7.14,12.50,10.50,0.00
Bipul Sharma,2016,84,123,5,21,0,5,0,0,0,6,8.79,24.60,16.80,0.00
Bipul Sharma,2017,98,131,3,28,1,2,0,12,6,7,8.02,43.67,32.67,12.00
BJ Hodge,2009,120,167,7,34,0,5,2,20,12,9,8.35,23.86,17.14,10.00
BJ Hodge,2009/10,30,41,2,8,0,2,0,0,0,4,8.20,20.50,15.00,0.00
BJ Hodge,2011,66,77,8,28,0,7,1,3,6,4,7.00,9.63,8.25,3.00
BJ Hodge,2012,12,22,1,2,0,1,0,0,0,2,11.00,22.00,12.00,0.00
BJ Hodge,2013,6,3,0,3,0,0,0,0,0,1,3.00,0.00,0.00,0.00
BJ Rohrer,2013,6,12,0,1,0,0,0,0,0,1,12.00,0.00,0.00,0.00
BMAJ Mendis,2013,30,36,1,11,0,1,0,0,0,2,7.20,36.00,30.00,0.00
BW Hilfenhaus,2012,204,242,14,103,8,1,5,71,42,9,7.12,17.29,14.57,10.14
BW Hilfenhaus,2014,168,255,9,70,5,2,2,112,54,8,9.11,28.33,18.67,12.44
C de Grandhomme,2017,96,136,4,33,0,4,0,7,2,9,8.50,34.00,24.00,21.00
C de Grandhomme,2018,90,132,3,23,0,3,0,23,12,7,8.80,44.00,30.00,11.50
C de Grandhomme,2019,30,55,0,2,0,0,0,0,0,3,11.00,0.00,0.00,0.00
C Ganapathy,2009/10,6,13,0,1,0,0,0,0,0,1,13.00,0.00,0.00,0.00
C Green,2023,228,370,8,79,2,3,3,109,48,16,9.74,46.25,28.50,13.63
C Green,2024,211,305,12,70,1,9,2,85,49,13,8.67,25.42,17.58,10.41
C Munro,2016,12,15,0,5,0,0,0,0,0,2,7.50,0.00,0.00,0.00
C Nanda,2009,48,58,2,13,0,2,0,8,6,3,7.25,29.00,24.00,8.00
C Sakariya,2021,312,434,14,108,3,5,6,150,90,14,8.35,31.00,22.29,10.00
C Sakariya,2022,66,87,3,18,2,0,1,30,18,3,7.91,29.00,22.00,10.00
C Sakariya,2023,48,89,3,17,1,1,1,57,18,2,11.13,29.67,16.00,19.00
CH Gayle,2009,113,146,1,32,0,0,1,56,41,7,7.75,146.00,113.00,8.20
CH Gayle,2009/10,96,153,4,29,2,1,1,31,18,6,9.56,38.25,24.00,10.33
CH Gayle,2011,216,262,9,80,1,4,4,70,48,12,7.28,29.11,24.00,8.75
CH Gayle,2012,28,67,0,5,0,0,0,36,10,3,14.36,0.00,0.00,21.60
CH Gayle,2013,24,41,3,10,0,0,3,33,18,4,10.25,13.67,8.00,11.00
CH Gayle,2015,12,16,0,3,0,0,0,0,0,1,8.00,0.00,0.00,0.00
CH Gayle,2016,60,65,2,21,0,2,0,3,12,4,6.50,32.50,30.00,1.50
CH Gayle,2020/21,5,5,0,0,0,0,0,5,5,1,6.00,0.00,0.00,6.00
CH Morris,2013,300,410,17,113,5,4,8,144,96,16,8.20,24.12,17.65,9.00
CH Morris,2015,258,336,15,115,5,3,7,163,102,11,7.81,22.40,17.20,9.59
CH Morris,2016,264,320,16,102,3,2,11,121,96,12,7.27,20.00,16.50,7.56
CH Morris,2017,186,241,14,71,5,1,8,101,78,9,7.77,17.21,13.29,7.77
CH Morris,2018,84,148,3,29,1,1,1,60,30,4,10.57,49.33,28.00,12.00
CH Morris,2019,198,314,13,66,2,1,10,126,90,9,9.52,24.15,15.23,8.40
CH Morris,2020/21,190,212,12,89,2,1,9,82,64,9,6.69,17.67,15.83,7.69
CH Morris,2021,246,396,17,83,2,5,10,162,90,11,9.66,23.29,14.47,10.80
CJ Anderson,2014,108,188,4,35,1,1,2,41,18,9,10.44,47.00,27.00,13.67
CJ Anderson,2015,24,33,1,10,1,0,0,0,0,2,8.25,33.00,24.00,0.00
CJ Anderson,2017,113,187,4,20,0,3,1,70,36,8,9.93,46.75,28.25,11.67
CJ Anderson,2018,52,117,5,14,0,1,4,90,34,3,13.50,23.40,10.40,15.88
CJ Dala,2018,18,34,0,7,0,0,0,0,0,1,11.33,0.00,0.00,0.00
CJ Green,2020/21,17,24,0,6,0,0,0,8,5,1,8.47,0.00,0.00,9.60
CJ Jordan,2016,168,266,13,49,1,7,5,120,60,9,9.50,20.46,12.92,12.00
CJ Jordan,2017,6,10,1,2,1,0,0,0,0,1,10.00,10.00,6.00,0.00
CJ Jordan,2018,24,35,0,10,0,0,0,13,6,1,8.75,0.00,0.00,13.00
CJ Jordan,2020/21,195,320,12,59,2,2,8,178,93,9,9.85,26.67,16.25,11.48
CJ Jordan,2021,72,103,4,23,0,3,1,38,24,4,8.58,25.75,18.00,9.50
CJ Jordan,2022,77,136,3,22,1,0,2,74,35,4,10.60,45.33,25.67,12.69
CJ Jordan,2023,132,241,3,41,1,0,2,119,60,6,10.95,80.33,44.00,11.90
CJ McKay,2012,42,60,1,14,0,1,0,20,12,2,8.57,60.00,42.00,10.00
CK Kapugedera,2007/08,17,49,0,0,0,0,0,15,6,3,17.29,0.00,0.00,15.00
CK Langeveldt,2009,24,15,3,16,2,1,0,4,6,1,3.75,5.00,8.00,4.00
CK Langeveldt,2009/10,66,92,5,26,2,1,2,34,24,3,8.36,18.40,13.20,8.50
CK Langeveldt,2011,66,92,5,27,2,1,2,25,18,3,8.36,18.40,13.20,8.33
CL White,2007/08,6,24,0,0,0,0,0,0,0,1,24.00,0.00,0.00,0.00
CL White,2009/10,6,19,0,2,0,0,0,0,0,1,19.00,0.00,0.00,0.00
CL White,2012,18,27,0,1,0,0,0,0,0,2,9.00,0.00,0.00,0.00
CL White,2013,12,16,1,5,0,1,0,0,0,2,8.00,16.00,12.00,0.00
CR Brathwaite,2016,139,192,9,41,1,7,1,25,19,8,8.29,21.33,15.44,7.89
CR Brathwaite,2017,36,67,1,6,0,0,1,29,12,2,11.17,67.00,36.00,14.50
CR Brathwaite,2018,61,96,6,21,0,1,5,41,25,4,9.44,16.00,10.17,9.84
CR Brathwaite,2019,18,29,0,6,0,0,0,0,0,2,9.67,0.00,0.00,0.00
CR Woakes,2017,264,393,18,87,1,9,8,143,84,13,8.93,21.83,14.67,10.21
CR Woakes,2018,110,196,8,44,2,0,6,100,50,5,10.69,24.50,13.75,12.00
CR Woakes,2021,66,85,5,30,3,0,2,47,24,3,7.73,17.00,13.20,11.75
CRD Fernando,2007/08,120,164,12,49,5,2,5,95,54,5,8.20,13.67,10.00,10.56
CRD Fernando,2009/10,114,142,7,50,2,3,2,37,30,5,7.47,20.29,16.29,7.40
CV Varun,2019,18,35,1,8,0,1,0,0,0,1,11.67,35.00,18.00,0.00
CV Varun,2020/21,312,357,17,110,1,13,3,69,48,13,6.87,21.00,18.35,8.63
CV Varun,2021,408,456,20,142,5,11,4,67,54,17,6.71,22.80,20.40,7.44
CV Varun,2022,235,338,6,86,0,5,1,59,36,11,8.63,56.33,39.17,9.83
CV Varun,2023,316,445,20,115,5,11,4,115,76,14,8.45,22.25,15.80,9.08
CV Varun,2024,301,411,21,121,2,17,2,72,48,14,8.19,19.57,14.33,9.00
D Brevis,2022,3,8,1,1,0,0,1,8,3,1,16.00,8.00,3.00,16.00
D du Preez,2009,42,56,4,18,3,1,0,16,6,2,8.00,14.00,10.50,16.00
D Jansen,2023,24,53,1,6,0,0,1,24,12,1,13.25,53.00,24.00,12.00
D Kalyankrishna,2007/08,48,88,2,10,0,2,0,17,6,3,11.00,44.00,24.00,17.00
D Pretorius,2022,126,213,7,34,0,4,3,129,60,6,10.14,30.43,18.00,12.90
D Pretorius,2023,24,29,0,8,0,0,0,20,12,1,7.25,0.00,0.00,10.00
D Salunkhe,2007/08,47,80,1,13,0,1,0,7,6,5,10.21,80.00,47.00,7.00
D Wiese,2015,254,360,17,73,6,3,8,96,56,13,8.50,21.18,14.94,10.29
D Wiese,2016,24,49,0,6,0,0,0,12,6,1,12.25,0.00,0.00,12.00
D Wiese,2023,18,38,0,3,0,0,0,0,0,1,12.67,0.00,0.00,0.00
DA Warner,2020/21,1,2,0,0,0,0,0,0,0,1,12.00,0.00,0.00,0.00
DAJ Bracewell,2012,24,32,3,10,0,1,2,10,6,1,8.00,10.67,8.00,10.00
DB Ravi Teja,2007/08,12,19,1,3,0,1,0,0,0,1,9.50,19.00,12.00,0.00
DB Ravi Teja,2011,6,9,0,1,0,0,0,0,0,1,9.00,0.00,0.00,0.00
DE Bollinger,2009/10,186,213,13,94,6,0,7,113,72,8,6.87,16.38,14.31,9.42
DE Bollinger,2011,282,343,20,114,4,2,14,144,132,13,7.30,17.15,14.10,6.55
DE Bollinger,2012,108,160,10,46,1,2,7,40,30,6,8.89,16.00,10.80,8.00
DG Nalkande,2022,31,59,2,8,0,2,0,6,1,2,11.42,29.50,15.50,36.00
DG Nalkande,2023,24,45,1,8,0,1,0,0,0,1,11.25,45.00,24.00,0.00
DG Nalkande,2024,29,46,3,6,0,2,1,25,17,3,9.52,15.33,9.67,8.82
DJ Bravo,2007/08,171,239,11,66,3,3,5,86,50,9,8.39,21.73,15.55,10.32
DJ Bravo,2009,199,265,14,89,8,4,2,73,49,11,7.99,18.93,14.21,8.94
DJ Bravo,2009/10,157,231,5,48,1,4,0,33,19,10,8.83,46.20,31.40,10.42
DJ Bravo,2011,120,159,6,40,0,5,1,25,12,6,7.95,26.50,20.00,12.50
DJ Bravo,2012,346,472,20,110,0,10,10,187,124,18,8.18,23.60,17.30,9.05
DJ Bravo,2013,375,505,34,135,1,8,25,286,219,18,8.08,14.85,11.03,7.84
DJ Bravo,2015,314,442,28,88,0,4,24,303,206,16,8.45,15.79,11.21,8.83
DJ Bravo,2016,336,502,19,93,0,7,12,307,162,15,8.96,26.42,17.68,11.37
DJ Bravo,2018,321,538,18,85,0,7,11,335,171,16,10.06,29.89,17.83,11.75
DJ Bravo,2019,247,336,13,71,0,1,12,168,109,12,8.16,25.85,19.00,9.25
DJ Bravo,2020/21,126,180,7,35,0,1,6,73,48,6,8.57,25.71,18.00,9.13
DJ Bravo,2021,202,264,15,72,0,5,10,165,118,11,7.84,17.60,13.47,8.39
DJ Bravo,2022,206,303,17,66,0,5,12,157,98,10,8.83,17.82,12.12,9.61
DJ Harris,2012,18,26,0,4,0,0,0,10,6,2,8.67,0.00,0.00,10.00
DJ Hooda,2015,91,131,1,25,0,0,1,24,13,7,8.64,131.00,91.00,11.08
DJ Hooda,2016,78,97,3,21,1,2,0,0,0,6,7.46,32.33,26.00,0.00
DJ Hooda,2017,24,42,2,7,0,2,0,0,0,3,10.50,21.00,12.00,0.00
DJ Hooda,2018,18,25,0,5,0,0,0,0,0,2,8.33,0.00,0.00,0.00
DJ Hooda,2019,12,21,1,1,0,1,0,0,0,2,10.50,21.00,12.00,0.00
DJ Hooda,2020/21,6,10,0,1,0,0,0,0,0,1,10.00,0.00,0.00,0.00
DJ Hooda,2021,96,136,2,31,1,1,0,49,24,7,8.50,68.00,48.00,12.25
DJ Hooda,2022,24,43,1,5,0,1,0,22,6,2,10.75,43.00,24.00,22.00
DJ Hooda,2023,6,8,0,1,0,0,0,0,0,1,8.00,0.00,0.00,0.00
DJ Hooda,2024,18,22,0,4,0,0,0,0,0,2,7.33,0.00,0.00,0.00
DJ Hussey,2007/08,78,134,3,24,0,3,0,29,12,5,10.31,44.67,26.00,14.50
DJ Hussey,2009,24,34,1,7,0,1,0,0,0,3,8.50,34.00,24.00,0.00
DJ Hussey,2009/10,60,81,0,13,0,0,0,0,0,5,8.10,0.00,0.00,0.00
DJ Hussey,2011,18,38,1,4,0,1,0,0,0,2,12.67,38.00,18.00,0.00
DJ Hussey,2012,54,67,3,14,0,3,0,20,12,6,7.44,22.33,18.00,10.00
DJ Hussey,2013,66,93,0,19,0,0,0,30,12,4,8.45,0.00,0.00,15.00
DJ Hussey,2014,17,38,2,5,0,0,2,38,17,1,13.41,19.00,8.50,13.41
DJ Mitchell,2022,12,27,0,1,0,0,0,0,0,2,13.50,0.00,0.00,0.00
DJ Mitchell,2024,36,70,1,4,0,1,0,0,0,2,11.67,70.00,36.00,0.00
DJ Muthuswami,2015,84,108,4,44,3,0,1,1,6,6,7.71,27.00,21.00,1.00
DJ Thornely,2007/08,42,40,3,19,0,3,0,0,0,4,5.71,13.33,14.00,0.00
DJ Willey,2018,60,96,2,19,0,1,1,31,18,3,9.60,48.00,30.00,10.33
DJ Willey,2022,66,75,1,24,1,0,0,0,0,4,6.82,75.00,66.00,0.00
DJ Willey,2023,90,106,4,36,2,1,1,33,18,4,7.07,26.50,22.50,11.00
DJG Sammy,2013,134,169,11,50,0,7,4,51,26,9,7.57,15.36,12.18,11.77
DJG Sammy,2014,84,159,3,20,1,2,0,61,24,8,11.36,53.00,28.00,15.25
DJG Sammy,2015,18,26,0,2,0,0,0,0,0,2,8.67,0.00,0.00,0.00
DJM Short,2018,18,23,1,7,0,1,0,0,0,2,7.67,23.00,18.00,0.00
DL Chahar,2016,30,42,0,13,0,0,0,0,0,2,8.40,0.00,0.00,0.00
DL Chahar,2017,42,75,1,12,1,0,0,0,0,3,10.71,75.00,42.00,0.00
DL Chahar,2018,229,281,10,114,10,0,0,0,0,12,7.36,28.10,22.90,0.00
DL Chahar,2019,387,486,22,186,15,0,7,79,57,17,7.53,22.09,17.59,8.32
DL Chahar,2020/21,312,402,12,113,7,1,4,60,42,14,7.73,33.50,26.00,8.57
DL Chahar,2021,324,453,16,130,12,3,1,37,30,15,8.39,28.31,20.25,7.40
DL Chahar,2023,204,302,13,80,10,3,0,57,24,10,8.88,23.23,15.69,14.25
DL Chahar,2024,141,202,5,60,5,0,0,6,1,8,8.60,40.40,28.20,36.00
DL Vettori,2007/08,48,54,2,16,0,1,1,19,18,2,6.75,27.00,24.00,6.33
DL Vettori,2009,139,186,10,48,0,8,2,53,31,7,8.03,18.60,13.90,10.26
DL Vettori,2009/10,70,98,3,21,0,2,1,33,28,3,8.40,32.67,23.33,7.07
DL Vettori,2011,310,315,13,119,2,8,3,65,52,13,6.10,24.23,23.85,7.50
DL Vettori,2012,210,241,6,66,0,4,2,53,36,9,6.89,40.17,35.00,8.83
DNT Zoysa,2007/08,66,100,2,24,0,1,1,34,18,3,9.09,50.00,33.00,11.33
DP Nannes,2009,297,384,20,135,9,0,11,147,99,13,7.76,19.20,14.85,8.91
DP Nannes,2009/10,206,235,11,89,4,0,7,105,74,9,6.84,21.36,18.73,8.51
DP Nannes,2011,24,31,2,11,1,0,1,6,6,2,7.75,15.50,12.00,6.00
DP Nannes,2013,119,165,5,50,3,0,2,55,29,5,8.32,33.00,23.80,11.38
DP Vijaykumar,2007/08,152,205,4,63,3,0,1,55,26,9,8.09,51.25,38.00,12.69
DR Sams,2020/21,72,114,0,22,0,0,0,44,18,3,9.50,0.00,0.00,14.67
DR Sams,2021,36,39,1,15,0,1,0,6,6,2,6.50,39.00,36.00,6.00
DR Sams,2022,252,375,14,105,8,4,2,101,42,11,8.93,26.79,18.00,14.43
DR Smith,2007/08,66,83,5,25,0,5,0,12,6,4,7.55,16.60,13.20,12.00
DR Smith,2009,84,128,1,26,0,0,1,20,12,8,9.14,128.00,84.00,10.00
DR Smith,2009/10,23,36,1,6,0,0,1,7,5,2,9.39,36.00,23.00,8.40
DR Smith,2012,78,98,3,28,0,1,2,16,12,6,7.54,32.67,26.00,8.00
DR Smith,2013,30,59,2,7,0,2,0,12,6,3,11.80,29.50,15.00,12.00
DR Smith,2014,60,99,4,15,0,2,2,36,12,5,9.90,24.75,15.00,18.00
DR Smith,2015,12,17,1,4,0,1,0,0,0,1,8.50,17.00,12.00,0.00
DR Smith,2016,108,154,8,40,5,3,0,21,6,8,8.56,19.25,13.50,21.00
DR Smith,2017,78,151,2,17,0,1,1,34,12,9,11.62,75.50,39.00,17.00
DS Kulkarni,2007/08,177,242,13,77,2,5,6,85,51,10,8.20,18.62,13.62,10.00
DS Kulkarni,2009,156,209,5,65,4,1,0,8,12,8,8.04,41.80,31.20,4.00
DS Kulkarni,2009/10,24,40,1,10,1,0,0,12,6,1,10.00,40.00,24.00,12.00
DS Kulkarni,2011,120,156,6,42,1,3,2,45,30,6,7.80,26.00,20.00,9.00
DS Kulkarni,2012,48,64,6,23,4,0,2,41,18,2,8.00,10.67,8.00,13.67
DS Kulkarni,2013,112,153,8,53,3,2,3,45,36,6,8.20,19.13,14.00,7.50
DS Kulkarni,2014,162,226,6,70,4,1,1,87,42,8,8.37,37.67,27.00,12.43
DS Kulkarni,2015,210,290,13,95,6,4,3,40,24,11,8.29,22.31,16.15,10.00
DS Kulkarni,2016,294,365,20,130,16,1,3,89,60,14,7.45,18.25,14.70,8.90
DS Kulkarni,2017,113,173,3,35,0,1,2,31,18,6,9.19,57.67,37.67,10.33
DS Kulkarni,2018,119,189,4,53,2,2,0,4,5,8,9.53,47.25,29.75,4.80
DS Kulkarni,2019,210,336,6,76,3,1,2,78,30,10,9.60,56.00,35.00,15.60
DS Kulkarni,2020/21,18,22,0,6,0,0,0,0,0,1,7.33,0.00,0.00,0.00
DS Kulkarni,2021,24,48,0,7,0,0,0,31,12,1,12.00,0.00,0.00,15.50
DT Christian,2011,274,357,11,109,3,5,3,74,34,14,7.82,32.45,24.91,13.06
DT Christian,2012,162,240,9,51,5,2,2,108,54,7,8.89,26.67,18.00,12.00
DT Christian,2013,36,56,0,14,0,0,0,24,6,2,9.33,0.00,0.00,24.00
DT Christian,2017,240,303,12,74,0,8,4,110,78,13,7.58,25.25,20.00,8.46
DT Christian,2018,71,106,4,20,0,0,4,44,23,4,8.96,26.50,17.75,11.48
DT Christian,2021,100,156,4,28,0,4,0,20,16,9,9.36,39.00,25.00,7.50
DW Steyn,2007/08,228,265,13,116,2,4,7,49,48,10,6.97,20.38,17.54,6.13
DW Steyn,2009,54,62,3,27,0,0,3,25,18,3,6.89,20.67,18.00,8.33
DW Steyn,2009/10,354,415,17,164,7,4,6,115,90,15,7.03,24.41,20.82,7.67
DW Steyn,2011,273,304,14,134,6,1,7,120,87,12,6.68,21.71,19.50,8.28
DW Steyn,2012,280,290,18,138,8,3,7,135,94,12,6.21,16.11,15.56,8.62
DW Steyn,2013,413,410,20,211,3,1,16,163,137,17,5.96,20.50,20.65,7.14
DW Steyn,2014,336,441,12,145,5,0,7,160,102,14,7.88,36.75,28.00,9.41
DW Steyn,2015,114,171,3,38,1,1,1,39,24,6,9.00,57.00,38.00,9.75
DW Steyn,2016,12,17,0,5,0,0,0,0,0,1,8.50,0.00,0.00,0.00
DW Steyn,2019,48,74,4,18,4,0,0,31,12,2,9.25,18.50,12.00,15.50
DW Steyn,2020/21,70,134,1,23,0,0,1,58,22,3,11.49,134.00,70.00,15.82
F du Plessis,2012,6,16,0,0,0,0,0,16,6,1,16.00,0.00,0.00,16.00
FA Allen,2021,66,90,1,20,0,1,0,0,0,3,8.18,90.00,66.00,0.00
FA Allen,2022,24,46,1,6,1,0,0,0,0,1,11.50,46.00,24.00,0.00
Fazalhaq Farooqi,2022,72,110,2,24,1,1,0,48,18,3,9.17,55.00,36.00,16.00
Fazalhaq Farooqi,2023,80,119,4,32,2,1,1,23,14,4,8.93,29.75,20.00,9.86
FH Edwards,2009,140,160,6,70,4,0,2,85,50,6,6.86,26.67,23.33,10.20
FY Fazal,2009/10,12,20,1,1,0,0,1,20,12,2,10.00,20.00,12.00,10.00
G Coetzee,2024,201,357,13,71,3,3,7,114,69,10,10.66,27.46,15.46,9.91
Gagandeep Singh,2007/08,84,142,3,25,0,2,1,64,24,4,10.14,47.33,28.00,16.00
GB Hogg,2012,216,262,10,73,0,8,2,41,30,9,7.28,26.20,21.60,8.20
GB Hogg,2013,20,31,0,5,0,0,0,4,2,1,9.30,0.00,0.00,12.00
GB Hogg,2015,126,148,10,50,4,3,3,44,36,6,7.05,14.80,12.60,7.33
GB Hogg,2016,96,144,5,31,1,2,2,32,24,5,9.00,28.80,19.20,8.00
GC Viljoen,2019,138,229,8,43,3,3,2,92,42,6,9.96,28.63,17.25,13.14
GD McGrath,2007/08,324,366,14,153,9,2,3,120,78,14,6.78,26.14,23.14,9.23
GD Phillips,2021,12,20,1,4,0,1,0,0,0,2,10.00,20.00,12.00,0.00
GD Phillips,2023,18,20,1,6,1,0,0,0,0,2,6.67,20.00,18.00,0.00
GH Vihari,2013,36,39,1,17,1,0,0,0,0,5,6.50,39.00,36.00,0.00
GH Vihari,2019,6,9,0,0,0,0,0,0,0,1,9.00,0.00,0.00,0.00
GHS Garton,2021,90,136,3,31,1,1,1,17,18,5,9.07,45.33,30.00,5.67
GJ Maxwell,2012,18,22,2,6,0,2,0,0,0,2,7.33,11.00,9.00,0.00
GJ Maxwell,2013,12,24,0,2,0,0,0,6,6,2,12.00,0.00,0.00,6.00
GJ Maxwell,2014,66,133,1,14,0,1,0,0,0,7,12.09,133.00,66.00,0.00
GJ Maxwell,2015,60,97,2,19,0,2,0,0,0,7,9.70,48.50,30.00,0.00
GJ Maxwell,2016,54,81,0,16,0,0,0,0,0,7,9.00,0.00,0.00,0.00
GJ Maxwell,2017,114,126,7,38,0,6,1,18,18,8,6.63,18.00,16.29,6.00
GJ Maxwell,2018,96,132,5,32,2,2,1,8,6,10,8.25,26.40,19.20,8.00
GJ Maxwell,2020/21,126,171,3,35,1,2,0,21,6,7,8.14,57.00,42.00,21.00
GJ Maxwell,2021,96,135,3,25,0,3,0,8,6,6,8.44,45.00,32.00,8.00
GJ Maxwell,2022,144,166,8,62,4,4,0,7,6,10,6.92,20.75,18.00,7.00
GJ Maxwell,2023,62,95,3,18,1,1,1,17,8,7,9.19,31.67,20.67,12.75
GJ Maxwell,2024,96,129,7,34,2,5,0,10,6,6,8.06,18.43,13.71,10.00
GR Napier,2009,24,28,1,8,0,1,0,0,0,1,7.00,28.00,24.00,0.00
GS Sandhu,2015,48,86,1,9,0,0,1,50,24,2,10.75,86.00,48.00,12.50
Gulbadin Naib,2024,6,12,0,1,0,0,0,0,0,1,12.00,0.00,0.00,0.00
Gurkeerat Singh,2015,54,66,3,19,0,3,0,0,0,3,7.33,22.00,18.00,0.00
Gurkeerat Singh,2016,24,31,2,7,0,2,0,0,0,3,7.75,15.50,12.00,0.00
Gurnoor Brar,2023,18,42,0,7,0,0,0,0,0,1,14.00,0.00,0.00,0.00
H Sharma,2023,18,33,0,2,0,0,0,0,0,1,11.00,0.00,0.00,0.00
H Sharma,2024,12,29,0,0,0,0,0,0,0,1,14.50,0.00,0.00,0.00
Harbhajan Singh,2007/08,60,84,6,16,0,2,4,26,18,3,8.40,14.00,10.00,8.67
Harbhajan Singh,2009,264,272,13,103,1,8,4,35,30,13,6.18,20.92,20.31,7.00
Harbhajan Singh,2009/10,321,385,20,102,3,13,4,52,45,14,7.20,19.25,16.05,6.93
Harbhajan Singh,2011,318,373,16,127,6,2,8,73,60,15,7.04,23.31,19.88,7.30
Harbhajan Singh,2012,324,389,6,117,1,5,0,33,18,16,7.20,64.83,54.00,11.00
Harbhajan Singh,2013,420,466,25,163,2,20,3,59,36,19,6.66,18.64,16.80,9.83
Harbhajan Singh,2014,330,365,14,138,2,10,2,47,30,14,6.64,26.07,23.57,9.40
Harbhajan Singh,2015,342,448,19,117,4,15,0,0,0,15,7.86,23.58,18.00,0.00
Harbhajan Singh,2016,294,402,9,83,1,8,0,23,12,14,8.20,44.67,32.67,11.50
Harbhajan Singh,2017,246,269,8,96,1,7,0,0,0,11,6.56,33.63,30.75,0.00
Harbhajan Singh,2018,191,270,7,68,2,5,0,0,0,12,8.48,38.57,27.29,0.00
Harbhajan Singh,2019,264,315,18,114,9,6,3,16,18,11,7.16,17.50,14.67,5.33
Harbhajan Singh,2021,42,63,0,19,0,0,0,18,6,3,9.00,0.00,0.00,18.00
Harmeet Singh,2009,137,198,4,46,1,1,2,47,23,7,8.67,49.50,34.25,12.26
Harmeet Singh,2009/10,144,177,10,59,2,2,6,45,48,8,7.38,17.70,14.40,5.63
Harmeet Singh,2011,42,53,3,17,2,1,0,15,6,2,7.57,17.67,14.00,15.00
Harmeet Singh,2012,134,196,7,40,0,3,4,41,32,7,8.78,28.00,19.14,7.69
Harmeet Singh,2013,92,123,7,39,1,5,1,30,20,4,8.02,17.57,13.14,9.00
Harpreet Brar,2019,30,48,0,7,0,0,0,0,0,2,9.60,0.00,0.00,0.00
Harpreet Brar,2020/21,24,41,0,6,0,0,0,0,0,1,10.25,0.00,0.00,0.00
Harpreet Brar,2021,138,142,5,54,0,5,0,0,0,7,6.17,28.40,27.60,0.00
